player_id,player_name,round,predicted_points
430,Haaland,17,10.7
318,Bassey,17,7.064
226,Chalobah,17,6.843000000000001
16,Saka,17,6.522
488,Bruno G.,17,5.984
160,Minteh,17,5.833
317,Andersen,17,5.316000000000001
531,Ballard,17,5.115
299,Ndiaye,17,5.029999999999999
517,Anderson,17,5.0280000000000005
136,Thiago,17,4.984
670,Roefs,17,4.955
329,Wilson,17,4.9319999999999995
411,O'Reilly,17,4.74
59,Onana,17,4.661
449,B.Fernandes,17,4.5920000000000005
225,James,17,4.5329999999999995
457,Casemiro,17,4.125
322,Tete,17,4.037000000000001
151,Van Hecke,17,4.022
260,Guéhi,17,4.004
693,Hutchinson,17,3.976
683,Alderete,17,3.878
205,Cullen,17,3.7989999999999995
324,Iwobi,17,3.726
82,Semenyo,17,3.6980000000000004
668,Xhaka,17,3.691
708,M.Fernandes,17,3.571
271,Kamada,17,3.5409999999999995
390,Gravenberch,17,3.521
569,Romero,17,3.5159999999999996
258,Mitchell,17,3.495
736,Donnarumma,17,3.473
521,Sangaré,17,3.404
224,Cucurella,17,3.3839999999999995
606,Mavropanos,17,3.3449999999999998
694,Mukiele,17,3.34
374,Konaté,17,3.276
423,N.Gonzalez,17,3.2659999999999996
450,Cunha,17,3.2640000000000002
624,Bowen,17,3.2640000000000002
295,Keane,17,3.192
354,Ampadu,17,3.1660000000000004
582,Kudus,17,3.121
575,Van de Ven,17,3.116
124,Henderson,17,3.113
273,Wharton,17,3.04
291,Tarkowski,17,3.0380000000000003
408,Rúben,17,3.0189999999999997
215,Flemming,17,2.978
113,Van den Berg,17,2.9590000000000005
173,Wieffer,17,2.9560000000000004
600,Areola,17,2.916
190,Ekdal,17,2.912
565,Vicario,17,2.902
217,Foster,17,2.873
373,Virgil,17,2.8630000000000004
106,Collins,17,2.8609999999999998
403,Gvardiol,17,2.8560000000000003
110,Kayode,17,2.8470000000000004
387,Szoboszlai,17,2.822
90,Scott,17,2.814
236,Neto,17,2.808
163,Hinshelwood,17,2.7979999999999996
314,Leno,17,2.785
83,O.Dango,17,2.783
261,Richards,17,2.7670000000000003
47,Rogers,17,2.7659999999999996
371,Kerkez,17,2.7619999999999996
722,Florentino,17,2.758
414,Foden,17,2.7169999999999996
139,Verbruggen,17,2.698
303,Garner,17,2.632
257,Lacroix,17,2.623
85,Adams,17,2.614
266,Eze,17,2.608
568,Pedro Porro,17,2.601
121,Damsgaard,17,2.5450000000000004
350,Aaronson,17,2.545
553,Talbi,17,2.513
178,Welbeck,17,2.49
490,Joelinton,17,2.487
661,Ekitiké,17,2.4850000000000003
698,Okafor,17,2.463
452,Amad,17,2.4619999999999997
169,Gomez,17,2.439
242,Dewsbury-Hall,17,2.4170000000000003
20,Trossard,17,2.409
302,Gana,17,2.402
419,Grealish,17,2.391
477,Livramento,17,2.3770000000000002
485,Gordon,17,2.3739999999999997
129,Yarmoliuk,17,2.371
597,Richarlison,17,2.367
660,Stach,17,2.367
676,Ugochukwu,17,2.3579999999999997
631,Agbadou,17,2.357
36,Cash,17,2.3560000000000003
382,Wirtz,17,2.309
146,Dunk,17,2.304
228,Gusto,17,2.301
337,Raúl,17,2.3009999999999997
237,Enzo,17,2.3
267,Sarr,17,2.2979999999999996
453,Garnacho,17,2.286
97,Evanilson,17,2.278
48,Tielemans,17,2.2750000000000004
552,Sadiki,17,2.27
249,João Pedro,17,2.2630000000000003
108,Ajer,17,2.255
119,Mbeumo,17,2.248
26,Zubimendi,17,2.2479999999999998
547,E.Le Fée,17,2.244
643,André,17,2.2390000000000003
646,Gomes,17,2.224
381,M.Salah,17,2.219
342,Bogle,17,2.217
474,Schär,17,2.214
727,Chukwueze,17,2.214
220,Sánchez,17,2.205
515,Gibbs-White,17,2.201
200,Anthony,17,2.19
470,Dúbravka,17,2.1870000000000003
497,L.Miley,17,2.1719999999999997
287,Pickford,17,2.1710000000000003
348,Rodon,17,2.154
714,Woltemade,17,2.146
407,Matheus N.,17,2.1390000000000002
330,Berge,17,2.1390000000000002
637,Toti,17,2.1359999999999997
253,Henderson,17,2.1290000000000004
293,O'Brien,17,2.1189999999999998
21,Rice,17,2.109
1,Raya,17,2.0949999999999998
669,Ndoye,17,2.0639999999999996
