player_id,player_name,round,predicted_points,actual_points
624,Bowen,1,3.44545,2
605,Kilman,1,1.5129690461098064,0
603,Diouf,1,3.870069046109807,1
600,Areola,1,2.744119046109806,0
38,Konsa,1,3.802960416937688,3
32,Martinez,1,4.705160416937687,0
565,Vicario,1,4.969251727434648,9
670,Roefs,1,5.498572538165802,8
505,Milenković,1,1.850026734362924,2
668,Xhaka,1,4.605013534117687,3
517,Anderson,1,2.935832433170966,6
508,N.Williams,1,2.4492267343629246,1
436,De Ligt,1,2.315564216958726,4
502,Sels,1,2.680260067696258,2
736,Donnarumma,1,5.025217894773114,0
408,Rúben,1,4.443751228106448,6
101,Kelleher,1,3.610367127393598,1
387,Szoboszlai,1,2.8054598617769084,2
187,Walker,1,1.5178544813093864,1
373,Virgil,1,2.1129113748281103,3
348,Rodon,1,2.367197124378865,7
314,Leno,1,4.051965256541105,3
291,Tarkowski,1,3.766031878130092,4
303,Garner,1,2.5639418895373205,2
258,Mitchell,1,4.192106355178452,9
257,Lacroix,1,4.195656355178452,8
287,Pickford,1,4.287081878130092,2
261,Richards,1,3.922606355178452,6
256,Muñoz,1,4.384356355178452,5
67,Petrović,1,3.4517308480555933,2
82,Semenyo,1,6.379006508687762,15
253,Henderson,1,4.687306355178452,6
106,Collins,1,2.464817127393598,0
5,Gabriel,1,6.130203300529478,6
1,Raya,1,5.714203300529477,10
470,Dúbravka,1,3.707904481309387,2
151,Van Hecke,1,3.38977563956149,2
113,Van den Berg,1,2.779217127393598,3
139,Verbruggen,1,3.790692306228157,2
146,Dunk,1,2.1152756395614905,2
330,Berge,1,2.9714270381298395,2
241,Caicedo,1,5.705997210360274,5
237,Enzo,1,3.4583472103602744,3
220,Sánchez,1,3.590672042848309,8
260,Guéhi,1,5.764756355178451,6
36,Cash,1,4.113610416937687,8
21,Rice,1,4.573195042370716,6
354,Ampadu,1,2.376597791928649,3
242,Dewsbury-Hall,1,1.9351418895373205,2
317,Andersen,1,2.969848589874438,2
