player_id,player_name,round,predicted_points,actual_points
430,Haaland,4,8.623999999999999,13
5,Gabriel,4,7.959,9
119,Mbeumo,4,7.418000000000001,2
224,Cucurella,4,6.24,1
136,Thiago,4,6.066999999999999,1
1,Raya,4,5.705,6
8,J.Timber,4,5.624,8
226,Chalobah,4,5.621,3
256,Muñoz,4,5.455,5
7,Calafiori,4,5.41,5
178,Welbeck,4,5.226999999999999,2
477,Livramento,4,5.064,6
390,Gravenberch,4,4.976999999999999,3
37,Digne,4,4.965000000000001,5
488,Bruno G.,4,4.9350000000000005,2
260,Guéhi,4,4.872,6
236,Neto,4,4.847,2
449,B.Fernandes,4,4.7170000000000005,2
21,Rice,4,4.715,1
381,M.Salah,4,4.624,9
59,Onana,4,4.589,0
283,Mateta,4,4.581,2
568,Pedro Porro,4,4.544,6
72,Senesi,4,4.443,3
258,Mitchell,4,4.439,6
16,Saka,4,4.412999999999999,0
82,Semenyo,4,4.408,13
74,Truffert,4,4.343999999999999,2
648,Munetsi,4,4.272,0
694,Mukiele,4,4.270999999999999,10
241,Caicedo,4,4.264,12
714,Woltemade,4,4.2620000000000005,9
299,Ndiaye,4,4.252,5
36,Cash,4,4.105,5
205,Cullen,4,4.085,3
673,J.Palhinha,4,4.074,3
328,Sessegnon,4,4.058,3
411,O’Reilly,4,3.993,6
597,Richarlison,4,3.894,1
683,Alderete,4,3.889,9
225,James,4,3.8370000000000006,1
668,Xhaka,4,3.835,5
531,Ballard,4,3.770000000000001,0
660,Stach,4,3.765,1
407,Matheus N.,4,3.719,0
249,João Pedro,4,3.678,7
266,Eze,4,3.673,6
722,Florentino,4,3.609,1
26,Zubimendi,4,3.6020000000000003,16
228,Gusto,4,3.539,0
295,Keane,4,3.53,6
698,Okafor,4,3.526,2
261,Richards,4,3.497,6
267,Sarr,4,3.3630000000000004,0
624,Bowen,4,3.3590000000000004,2
173,Wieffer,4,3.336,0
532,Hume,4,3.311,6
408,Rúben,4,3.258,6
582,Kudus,4,3.2400000000000007,3
670,Roefs,4,3.232,10
233,Acheampong,4,3.2230000000000003,0
273,Wharton,4,3.207,0
120,Schade,4,3.2019999999999995,7
257,Lacroix,4,3.186,6
560,Isidor,4,3.178,2
