player_id,player_name,round,predicted_points,actual_points
430,Haaland,11,10.714000000000002,4
5,Gabriel,11,9.361,1
260,Guéhi,11,6.978,0
8,J.Timber,11,6.918000000000001,1
226,Chalobah,11,6.472,6
670,Roefs,11,6.231,2
82,Semenyo,11,6.194000000000001,0
241,Caicedo,11,5.994999999999999,2
136,Thiago,11,5.979,13
21,Rice,11,5.921,2
224,Cucurella,11,5.636,6
1,Raya,11,5.6,1
249,João Pedro,11,5.5920000000000005,7
7,Calafiori,11,5.544,1
477,Livramento,11,5.484,0
299,Ndiaye,11,5.468000000000001,3
119,Mbeumo,11,5.426,7
256,Muñoz,11,5.423,6
258,Mitchell,11,5.2620000000000005,11
295,Keane,11,4.829,15
449,B.Fernandes,11,4.694,5
283,Mateta,11,4.617,2
568,Pedro Porro,11,4.54,2
683,Alderete,11,4.487,0
160,Minteh,11,4.404,3
261,Richards,11,4.263,8
547,E.Le Fée,11,4.202,2
205,Cullen,11,4.181,10
317,Andersen,11,4.163,3
714,Woltemade,11,4.145,5
694,Mukiele,11,4.1160000000000005,4
668,Xhaka,11,4.103,3
178,Welbeck,11,4.079,2
387,Szoboszlai,11,4.049,1
271,Kamada,11,4.027,3
373,Virgil,11,4.016,1
648,Munetsi,11,4.01,0
225,James,11,3.958,1
233,Acheampong,11,3.797,0
407,Matheus N.,11,3.792,13
328,Sessegnon,11,3.777,4
381,M.Salah,11,3.768,2
476,Burn,11,3.708,0
257,Lacroix,11,3.7,6
517,Anderson,11,3.687,9
411,O’Reilly,11,3.668,11
673,J.Palhinha,11,3.582,3
390,Gravenberch,11,3.564,2
74,Truffert,11,3.5370000000000004,0
374,Konaté,11,3.504,1
237,Enzo,11,3.489,3
593,P.M.Sarr,11,3.463,2
200,Anthony,11,3.446,2
384,Gakpo,11,3.389,1
192,Hartman,11,3.3819999999999992,1
423,N.Gonzalez,11,3.293,8
267,Sarr,11,3.2670000000000003,3
469,Pope,11,3.257,3
582,Kudus,11,3.22,0
72,Senesi,11,3.2,2
36,Cash,11,3.175,6
151,Van Hecke,11,3.135,5
414,Foden,11,3.098,3
37,Digne,11,3.092,9
532,Hume,11,3.0830000000000006,1
266,Eze,11,3.076,2
408,Rúben,11,3.068,6
173,Wieffer,11,3.064,3
84,Tavernier,11,2.97,2
90,Scott,11,2.961,2
26,Zubimendi,11,2.898,5
488,Bruno G.,11,2.8870000000000005,4
417,Cherki,11,2.877,1
120,Schade,11,2.876,8
291,Tarkowski,11,2.8559999999999994,5
20,Trossard,11,2.847,9
470,Dúbravka,11,2.838,2
67,Petrović,11,2.8279999999999994,1
238,Estêvão,11,2.814,4
329,Wilson,11,2.79,1
273,Wharton,11,2.782,3
565,Vicario,11,2.772,1
457,Casemiro,11,2.7380000000000004,5
314,Leno,11,2.725,2
303,Garner,11,2.705,3
113,Van den Berg,11,2.705,2
6,Saliba,11,2.692,1
624,Bowen,11,2.665,2
478,Trippier,11,2.657,0
322,Tete,11,2.641,3
698,Okafor,11,2.628,2
553,Talbi,11,2.608,1
85,Adams,11,2.6020000000000003,2
452,Amad,11,2.591,8
569,Romero,11,2.575,1
354,Ampadu,11,2.5729999999999995,2
491,Tonali,11,2.57,4
531,Ballard,11,2.556,10
515,Gibbs-White,11,2.53,10
302,Gana,11,2.529,10
342,Bogle,11,2.522,1
722,Florentino,11,2.511,4
661,Ekitiké,11,2.5090000000000003,1
560,Isidor,11,2.508,2
40,Mings,11,2.469,0
253,Henderson,11,2.463,9
16,Saka,11,2.431,12
343,Struijk,11,2.422,1
419,Grealish,11,2.418,3
106,Collins,11,2.415,2
350,Aaronson,11,2.406,7
236,Neto,11,2.4040000000000004,9
490,Joelinton,11,2.38,1
97,Evanilson,11,2.369,2
660,Stach,11,2.357,4
643,André,11,2.356,1
489,J.Murphy,11,2.332,2
427,Reijnders,11,2.316,0
708,M.Fernandes,11,2.309,1
585,Bentancur,11,2.287,1
220,Sánchez,11,2.28,6
228,Gusto,11,2.26,15
47,Rogers,11,2.255,2
157,Mitoma,11,2.254,0
436,De Ligt,11,2.254,9
386,Mac Allister,11,2.246,1
403,Gvardiol,11,2.236,6
474,Schär,11,2.229,0
586,Bergvall,11,2.219,0
86,Brooks,11,2.216,1
166,Ayari,11,2.205,3
612,L.Paquetá,11,2.2,4
575,Van de Ven,11,2.195,1
324,Iwobi,11,2.193,2
129,Yarmoliuk,11,2.188,4
242,Dewsbury-Hall,11,2.176,9
646,Gomes,11,2.176,2
552,Sadiki,11,2.169,4
210,Tchaouna,11,2.149,2
330,Berge,11,2.143,2
54,McGinn,11,2.135,3
614,Ward-Prowse,11,2.124,0
121,Damsgaard,11,2.105,2
287,Pickford,11,2.1049999999999995,7
232,Tosin,11,2.1010000000000004,0
603,Diouf,11,2.101,1
