player_id,player_name,round,predicted_points,actual_points
430,Haaland,10,8.138,13
5,Gabriel,10,7.767,12
82,Semenyo,10,6.656000000000001,2
119,Mbeumo,10,6.439,2
670,Roefs,10,6.1,2
226,Chalobah,10,6.022,7
136,Thiago,10,5.976,2
1,Raya,10,5.761,6
260,Guéhi,10,5.697,10
258,Mitchell,10,5.62,6
8,J.Timber,10,5.558,6
714,Woltemade,10,5.512,1
256,Muñoz,10,5.479000000000001,6
224,Cucurella,10,5.446,7
477,Livramento,10,5.421,0
317,Andersen,10,5.319999999999999,6
249,João Pedro,10,5.297,9
449,B.Fernandes,10,5.094,5
7,Calafiori,10,5.083,6
37,Digne,10,5.07,1
36,Cash,10,4.952,0
241,Caicedo,10,4.911,10
120,Schade,10,4.756,1
205,Cullen,10,4.681,1
59,Onana,10,4.654999999999999,1
568,Pedro Porro,10,4.614,2
299,Ndiaye,10,4.545999999999999,9
683,Alderete,10,4.519,0
411,O’Reilly,10,4.319999999999999,8
531,Ballard,10,4.313,4
261,Richards,10,4.233,6
407,Matheus N.,10,4.207000000000001,2
26,Zubimendi,10,4.194000000000001,3
694,Mukiele,10,4.186,1
668,Xhaka,10,4.145,10
350,Aaronson,10,4.096,2
257,Lacroix,10,3.971,8
469,Pope,10,3.863,3
233,Acheampong,10,3.816,0
373,Virgil,10,3.745,5
517,Anderson,10,3.707,4
381,M.Salah,10,3.634,10
225,James,10,3.623,7
328,Sessegnon,10,3.558,14
151,Van Hecke,10,3.547,7
318,Bassey,10,3.514,6
532,Hume,10,3.489,1
271,Kamada,10,3.4770000000000003,5
673,J.Palhinha,10,3.4090000000000003,4
21,Rice,10,3.4010000000000007,13
16,Saka,10,3.401,3
266,Eze,10,3.35,3
160,Minteh,10,3.3310000000000004,9
192,Hartman,10,3.322,1
200,Anthony,10,3.322,2
597,Richarlison,10,3.321,1
314,Leno,10,3.31,7
322,Tete,10,3.304,6
648,Munetsi,10,3.2909999999999995,4
474,Schär,10,3.26,1
488,Bruno G.,10,3.256,4
267,Sarr,10,3.25,3
74,Truffert,10,3.2310000000000003,2
722,Florentino,10,3.2310000000000003,2
408,Rúben,10,3.2260000000000004,2
295,Keane,10,3.1789999999999994,4
291,Tarkowski,10,3.164,2
237,Enzo,10,3.1610000000000005,2
582,Kudus,10,3.152,1
660,Stach,10,3.15,1
387,Szoboszlai,10,3.143,2
384,Gakpo,10,3.112,3
457,Casemiro,10,3.0870000000000006,12
72,Senesi,10,3.04,3
238,Estêvão,10,3.032,1
228,Gusto,10,2.994,6
191,Estève,10,2.968,1
390,Gravenberch,10,2.962,11
624,Bowen,10,2.931,2
273,Wharton,10,2.914,0
20,Trossard,10,2.906,6
100,Kroupi.Jr,10,2.897,2
491,Tonali,10,2.897,2
553,Talbi,10,2.895,1
283,Mateta,10,2.89,9
478,Trippier,10,2.886,0
253,Henderson,10,2.8359999999999994,6
436,De Ligt,10,2.8240000000000003,1
403,Gvardiol,10,2.816,2
374,Konaté,10,2.793,8
324,Iwobi,10,2.769000000000001,3
173,Wieffer,10,2.756,10
547,E.Le Fée,10,2.742,6
303,Garner,10,2.736,2
113,Van den Berg,10,2.729,3
470,Dúbravka,10,2.712,2
85,Adams,10,2.7060000000000004,8
423,N.Gonzalez,10,2.7060000000000004,4
32,Martinez,10,2.6870000000000003,1
90,Scott,10,2.677,5
67,Petrović,10,2.672,2
418,Doku,10,2.663,2
236,Neto,10,2.639,3
47,Rogers,10,2.63,1
84,Tavernier,10,2.5980000000000003,2
83,O.Dango,10,2.596,2
354,Ampadu,10,2.583,1
342,Bogle,10,2.561,1
86,Brooks,10,2.551,2
129,Yarmoliuk,10,2.55,2
485,Gordon,10,2.545,1
560,Isidor,10,2.526,2
476,Burn,10,2.505,1
97,Evanilson,10,2.499,1
515,Gibbs-White,10,2.46,8
552,Sadiki,10,2.448,3
698,Okafor,10,2.44,2
593,P.M.Sarr,10,2.418,4
646,Gomes,10,2.397,1
661,Ekitiké,10,2.394,2
427,Reijnders,10,2.362,1
414,Foden,10,2.362,4
48,Tielemans,10,2.358,0
490,Joelinton,10,2.355,2
106,Collins,10,2.353,0
736,Donnarumma,10,2.339,2
565,Vicario,10,2.332,4
676,Ugochukwu,10,2.325,2
585,Bentancur,10,2.318,0
643,André,10,2.317,1
343,Struijk,10,2.303,0
40,Mings,10,2.262,1
612,L.Paquetá,10,2.229,9
684,Thiaw,10,2.222,1
452,Amad,10,2.209,9
54,McGinn,10,2.2,1
302,Gana,10,2.186,4
38,Konsa,10,2.178,1
157,Mitoma,10,2.167,0
124,Henderson,10,2.16,1
332,Lukić,10,2.157,0
603,Diouf,10,2.156,2
121,Damsgaard,10,2.156,2
614,Ward-Prowse,10,2.149,0
544,Diarra,10,2.1420000000000003,0
108,Ajer,10,2.135,1
493,Longstaff,10,2.135,1
166,Ayari,10,2.126,3
64,Watkins,10,2.12,2
330,Berge,10,2.116,5
521,Sangaré,10,2.114,1
178,Welbeck,10,2.105,6
110,Kayode,10,2.105,1
569,Romero,10,2.085,1
210,Tchaouna,10,2.083,1
220,Sánchez,10,2.066,6
663,J.Arias,10,2.064,1
586,Bergvall,10,2.0569999999999995,1
487,Barnes,10,2.056,1
386,Mac Allister,10,2.056,6
489,J.Murphy,10,2.029,8
382,Wirtz,10,2.012,1
287,Pickford,10,2.006,2
416,Bernardo,10,1.996,2
419,Grealish,10,1.994,2
502,Sels,10,1.994,2
242,Dewsbury-Hall,10,1.98,2
654,Strand Larsen,10,1.967,2
87,Christie,10,1.966,1
190,Ekdal,10,1.952,0
666,Gyökeres,10,1.946,7
450,Cunha,10,1.944,4
669,Ndoye,10,1.937,1
146,Dunk,10,1.929,6
158,Georginio,10,1.908,3
525,Wood,10,1.905,0
329,Wilson,10,1.904,10
58,Kamara,10,1.9,2
475,Botman,10,1.9,-1
209,Laurent,10,1.855,2
575,Van de Ven,10,1.831,2
627,Johnstone,10,1.83,2
708,M.Fernandes,10,1.827,7
270,Hughes,10,1.82,1
217,Foster,10,1.8080000000000005,0
662,Mosquera,10,1.805,0
691,Calvert-Lewin,10,1.802,2
415,Savinho,10,1.797,1
443,Shaw,10,1.7920000000000005,1
685,Diakité,10,1.782,1
338,Muniz,10,1.781,1
431,Bayindir,10,1.7659999999999996,0
588,Odobert,10,1.733,1
421,Rodrigo,10,1.731,1
561,Mayenda,10,1.7239999999999998,0
584,Tel,10,1.723,0
207,Hannibal,10,1.722,1
311,Beto,10,1.715,1
101,Kelleher,10,1.7100000000000002,1
6,Saliba,10,1.6989999999999998,6
162,Gruda,10,1.6989999999999998,0
293,O'Brien,10,1.687,2
148,F.Kadıoğlu,10,1.684,6
41,Pau,10,1.6829999999999998,1
615,Summerville,10,1.674,2
167,Baleba,10,1.6689999999999998,3
348,Rodon,10,1.657,1
717,Xavi,10,1.6469999999999998,3
347,Gudmundsson,10,1.645,1
215,Flemming,10,1.623,1
606,Mavropanos,10,1.609,0
139,Verbruggen,10,1.608,6
50,Buendía,10,1.588,0
681,Šeško,10,1.5779999999999998,2
633,H.Bueno,10,1.569,1
497,L.Miley,10,1.564,0
613,Souček,10,1.559,6
22,Merino,10,1.525,1
424,Bobb,10,1.516,0
365,Nmecha,10,1.515,1
335,King,10,1.441,3
442,Maguire,10,1.435,0
625,Füllkrug,10,1.434,0
600,Areola,10,1.43,3
636,S.Bueno,10,1.425,2
444,Yoro,10,1.422,1
506,Murillo,10,1.411,3
505,Milenković,10,1.4049999999999998,1
304,Iroegbunam,10,1.403,1
573,Spence,10,1.3990000000000002,2
366,A.Becker,10,1.394,0
126,Jensen,10,1.344,1
53,Malen,10,1.334,1
107,Lewis-Potter,10,1.314,1
455,Mount,10,1.314,0
709,Krejčí,10,1.308,1
409,Stones,10,1.3,0
385,Chiesa,10,1.293,0
44,Bogarde,10,1.2879999999999998,0
695,Tchatchoua,10,1.283,0
123,Carvalho,10,1.282,1
145,De Cuyper,10,1.275,0
18,Madueke,10,1.268,0
671,Wilson,10,1.266,2
441,Dorgu,10,1.265,1
77,Hill,10,1.252,0
543,Adingra,10,1.234,0
180,Tzimas,10,1.222,1
81,Kluivert,10,1.214,0
486,Elanga,10,1.21,1
693,Hutchinson,10,1.208,0
677,Guessand,10,1.2020000000000002,1
337,Raúl,10,1.195,5
642,Hee Chan,10,1.19,0
405,Aké,10,1.1809999999999998,0
453,Garnacho,10,1.173,3
516,Hudson-Odoi,10,1.171,2
187,Walker,10,1.1489999999999998,1
388,C.Jones,10,1.145,0
440,Dalot,10,1.143,1
417,Cherki,10,1.136,10
659,Walker-Peters,10,1.129,1
720,Tolu,10,1.123,1
574,Udogie,10,1.111,1
459,Ugarte,10,1.108,0
712,Yeremy,10,1.108,3
410,Lewis,10,1.104,0
499,Isak,10,1.095,0
19,Martinelli,10,1.093,0
551,Rigg,10,1.081,0
580,Johnson,10,1.077,1
731,Kevin,10,1.072,3
301,Alcaraz,10,1.06,0
610,Wan-Bissaka,10,1.0580000000000005,7
170,Milner,10,1.0550000000000002,0
508,N.Williams,10,1.048,1
272,Lerma,10,1.0459999999999998,10
631,Agbadou,10,1.042,-3
644,Bellegarde,10,1.039,2
500,Osula,10,1.03,1
730,Brobbey,10,1.027,1
128,Onyeka,10,1.018,0
665,Perri,10,1.016,2
352,Harrison,10,1.013,1
621,Irving,10,1.009,0
635,R.Gomes,10,1.009,0
310,Barry,10,1.009,0
605,Kilman,10,1.004,2
371,Kerkez,10,1.002,0
325,Smith Rowe,10,1.0,1
526,Igor Jesus,10,0.999,5
458,Mainoo,10,0.997,0
356,Gruev,10,0.995,0
125,Janelt,10,0.992,1
239,Gittens,10,0.991,1
326,Adama,10,0.99,1
292,Mykolenko,10,0.989,2
724,Geertruida,10,0.988,2
331,Cairney,10,0.985,1
202,Bruun Larsen,10,0.977,1
17,Ødegaard,10,0.976,0
413,Marmoush,10,0.971,1
276,Devenny,10,0.967,1
353,James,10,0.964,1
697,Adli,10,0.954,0
246,Andrey Santos,10,0.945,0
109,Henry,10,0.934,0
358,Tanaka,10,0.9280000000000002,2
55,Barkley,10,0.927,1
721,Milosavljević,10,0.92,0
522,Yates,10,0.918,5
10,Lewis-Skelly,10,0.907,1
637,Toti,10,0.906,0
73,Smith,10,0.9,0
169,Gomez,10,0.897,16
232,Tosin,10,0.8949999999999999,1
406,Khusanov,10,0.8799999999999999,0
252,Marc Guiu,10,0.876,0
645,Fer López,10,0.8699999999999999,0
116,Hickey,10,0.868,0
362,Piroe,10,0.866,0
623,Potts,10,0.8649999999999999,2
284,Nketiah,10,0.857,0
319,Castagne,10,0.8370000000000001,0
438,Mazraoui,10,0.835,0
696,Kalimuendo,10,0.8160000000000001,0
718,S.Magassa,10,0.8110000000000002,0
466,Zirkzee,10,0.8089999999999999,0
734,Bakwa,10,0.787,0
680,Broja,10,0.7819999999999998,1
181,Kostoulas,10,0.7799999999999999,1
39,Maatsen,10,0.779,1
341,Darlow,10,0.772,0
235,Palmer,10,0.77,0
494,Willock,10,0.747,0
199,Worrall,10,0.745,0
682,Møller Wolfe,10,0.7449999999999999,0
250,Delap,10,0.735,0
716,Savona,10,0.734,7
376,Gomez,10,0.713,0
541,Reinildo,10,0.7050000000000001,2
727,Chukwueze,10,0.68,1
726,Kolo Muani,10,0.672,2
25,Nwaneri,10,0.667,1
52,J.Ramsey,10,0.663,0
391,Gannon-Doak,10,0.662,1
686,Ngumoha,10,0.661,0
370,Frimpong,10,0.6609999999999999,0
402,Aït-Nouri,10,0.657,1
88,Cook,10,0.637,1
351,Gnonto,10,0.6250000000000001,0
375,Bradley,10,0.599,6
733,Lammens,10,0.587,1
511,Morato,10,0.586,0
456,Sancho,10,0.563,1
634,Mosquera,10,0.561,-3
706,Justin,10,0.5509999999999999,1
321,J.Cuenca,10,0.55,0
149,Igor,10,0.532,1
389,Elliott,10,0.525,0
426,McAtee,10,0.496,0
367,Mamardashvili,10,0.489,7
230,Fofana,10,0.4829999999999999,6
735,Traoré,10,0.469,2
163,Hinshelwood,10,0.465,0
198,Tuanzebe,10,0.4630000000000001,3
570,Danso,10,0.4599999999999999,0
638,Hoever,10,0.4229999999999999,1
527,Awoniyi,10,0.406,1
144,Coppola,10,0.4050000000000001,0
713,A.Jimenez,10,0.4,1
244,Lavia,10,0.391,1
609,Todibo,10,0.3809999999999999,4
316,Robinson,10,0.378,0
473,Hall,10,0.376,0
392,Endo,10,0.3729999999999999,0
728,Röhl,10,0.364,0
719,Lindelöf,10,0.341,0
707,Dibling,10,0.339,0
699,Douglas Luiz,10,0.3369999999999999,1
300,McNeil,10,0.323,1
152,Veltman,10,0.296,0
372,Robertson,10,0.285,8
679,Hermansen,10,0.285,0
732,Uche,10,0.272,0
197,Sonne,10,0.2639999999999999,0
619,L.Guilherme,10,0.26,0
507,Aina,10,0.26,0
93,H.Traorè,10,0.244,0
182,Trafford,10,0.23,0
678,Masuaku,10,0.2099999999999999,0
320,Diop,10,0.198,0
618,G.Rodriguez,10,0.1689999999999999,0
164,O'Riley,10,0.16,0
607,N.Aguerd,10,0.152,0
591,Gray,10,0.14,0
672,Hato,10,0.129,0
96,Winterburn,10,0.124,0
628,José Sá,10,0.1159999999999999,0
700,Dowman,10,0.109,0
344,Bijol,10,0.098,1
243,George,10,0.087,0
596,Solanke,10,0.079,0
632,Doherty,10,0.075,0
480,Lascelles,10,0.045,0
542,Seelt,10,0.031,0
519,Dominguez,10,0.021,0
549,Neil,10,0.013,0
723,Canvot,10,0.01,1
168,Buonanotte,10,0.009,0
218,Barnes,10,0.009,0
221,Jörgensen,10,0.008,0
12,Zinchenko,10,0.005,0
422,Kovačić,10,0.004,0
518,Jota,10,0.003,0
24,Nørgaard,10,0.002,1
608,Scarles,10,0.002,0
626,Marshall,10,0.002,0
61,Dendoncker,10,0.0,0
529,Moore,10,0.0,0
60,Broggio,10,0.0,0
57,Dobbin,10,0.0,0
535,Cirkin,10,0.0,0
534,Anderson,10,0.0,0
533,Alese,10,0.0,0
530,Nna Noukeu,10,0.0,0
711,Harriman-Annous,10,0.0,0
554,Ba,10,0.0,0
550,Poveda,10,0.0,0
141,Rushworth,10,0.0,0
140,McGill,10,0.0,0
138,Steele,10,0.0,0
748,Dasilva,10,0.0,0
137,Morgan,10,0.0,0
134,Trevitt,10,0.0,0
165,Sima,10,0.0,0
546,Aleksić,10,0.0,0
132,Maghoma,10,0.0,0
131,Konak,10,0.0,0
130,Donovan,10,0.0,0
127,Nunes,10,0.0,0
548,Mundle,10,0.0,0
528,Patterson,10,0.0,0
545,Roberts,10,0.0,0
566,Austin,10,0.0,0
33,M.Bizot,10,0.0,0
725,Hincapie,10,0.0,1
133,Peart-Harris,10,0.0,0
715,John,10,0.0,0
675,Gunn,10,0.0,0
498,White,10,0.0,0
496,Kuol,10,0.0,0
495,Hayden,10,0.0,0
492,Antoñito C.,10,0.0,0
171,Sarmiento,10,0.0,0
