player_id,player_name,round,predicted_points,actual_points
1,Raya,5,5.648320676151015,2
5,Gabriel,5,6.126070676151016,2
624,Bowen,5,3.0478500000000004,9
187,Walker,5,1.335118279874129,2
113,Van den Berg,5,2.785924555589813,1
106,Collins,5,2.226324555589813,0
436,De Ligt,5,2.4967585942888157,2
191,Estève,5,2.151668279874128,4
67,Petrović,5,3.6810402564202183,6
82,Semenyo,5,8.390503686676414,5
670,Roefs,5,5.494991213831951,2
565,Vicario,5,5.256535060767981,1
470,Dúbravka,5,4.133368279874128,4
668,Xhaka,5,4.010348986795319,4
605,Kilman,5,1.5613642441186864,2
291,Tarkowski,5,2.9577532708094627,3
303,Garner,5,2.459628189374229,4
151,Van Hecke,5,2.6757279405789327,1
314,Leno,5,4.220332363964183,1
261,Richards,5,4.482669780056888,4
8,J.Timber,5,6.500420676151015,1
260,Guéhi,5,5.535669780056888,7
287,Pickford,5,3.9594199374761296,1
220,Sánchez,5,4.068528787355302,-3
348,Rodon,5,2.380217340539559,2
258,Mitchell,5,4.395519780056888,8
101,Kelleher,5,3.597607888923146,1
502,Sels,5,3.1005222322559427,3
505,Milenković,5,2.1165888989226094,2
508,N.Williams,5,2.2644888989226093,10
517,Anderson,5,3.011921668042397,4
146,Dunk,5,2.3308279405789327,3
139,Verbruggen,5,3.667277940578933,1
373,Virgil,5,3.003393203849963,4
257,Lacroix,5,4.571819780056888,2
256,Muñoz,5,4.076519780056888,2
253,Henderson,5,5.251236446723556,1
387,Szoboszlai,5,3.5316532851713336,1
541,Reinildo,5,2.9600078804986176,-2
74,Truffert,5,3.0169402564202192,9
47,Rogers,5,4.048387252615008,2
488,Bruno G.,5,3.213209789025705,0
72,Senesi,5,2.778840256420219,9
449,B.Fernandes,5,3.4419477860152363,10
226,Chalobah,5,3.985862120688637,8
38,Konsa,5,3.9683452725532606,2
342,Bogle,5,2.329217340539559,4
575,Van de Ven,5,4.557568394101315,1
32,Martinez,5,4.5473286058865945,3
292,Mykolenko,5,2.528903270809463,1
293,O'Brien,5,2.8892532708094625,1
430,Haaland,5,9.1248,9
694,Mukiele,5,4.792457880498618,4
476,Burn,5,2.9811839230333392,9
110,Kayode,5,3.186824555589813,1
330,Berge,5,2.9002128573219004,2
407,Matheus N.,5,4.357470154841621,1
408,Rúben,5,4.51667015484162,2
648,Munetsi,5,4.501939675481137,1
119,Mbeumo,5,6.202247786015234,3
242,Dewsbury-Hall,5,2.594928189374229,1
636,S.Bueno,5,2.7430743571576177,0
569,Romero,5,3.674118394101316,2
160,Minteh,5,3.870972939210456,9
129,Yarmoliuk,5,2.8087408804421883,2
582,Kudus,5,3.087168592688598,7
322,Tete,5,2.988249030630849,2
381,M.Salah,5,3.4178032851713342,5
317,Andersen,5,3.2635990306308496,4
283,Mateta,5,2.4293,6
36,Cash,5,3.835945272553261,10
673,J.Palhinha,5,3.1514185926885974,4
603,Diouf,5,1.7562142441186863,3
120,Schade,5,3.824540880442189,2
241,Caicedo,5,4.2557978080965215,4
600,Areola,5,2.98939757745202,1
97,Evanilson,5,3.61765,2
343,Struijk,5,2.422117340539559,4
414,Foden,5,3.151932540309509,3
552,Sadiki,5,2.853498986795319,1
532,Hume,5,4.063207880498618,4
295,Keane,5,3.349403270809463,1
205,Cullen,5,3.323617894506791,4
192,Hartman,5,3.847368279874128,2
684,Thiaw,5,2.889783923033339,7
332,Lukić,5,3.891562857321901,1
493,Longstaff,5,3.454899300954031,2
299,Ndiaye,5,3.3339281893742294,6
225,James,5,4.870512120688635,4
136,Thiago,5,6.6304,2
736,Donnarumma,5,4.41482015484162,1
124,Henderson,5,2.842540880442188,2
84,Tavernier,5,3.098553686676415,3
709,Krejčí,5,1.9275243571576175,7
26,Zubimendi,5,3.584270748313359,2
37,Digne,5,5.5082452725532605,1
443,Shaw,5,2.3031585942888158,2
683,Alderete,5,3.945357880498617,4
612,L.Paquetá,5,2.4807555239304477,1
469,Pope,5,4.873983923033339,6
328,Sessegnon,5,2.8449628573219004,5
237,Enzo,5,3.4271478080965214,1
83,O.Dango,5,3.6530908804421887,1
366,A.Becker,5,3.0970932038499632,2
384,Gakpo,5,3.591153285171334,2
198,Tuanzebe,5,2.0810682798741285,0
666,Gyökeres,5,2.4537,2
403,Gvardiol,5,4.428470154841619,4
390,Gravenberch,5,3.893803285171333,15
58,Kamara,5,2.565287252615008,6
41,Pau,5,4.118445272553261,0
178,Welbeck,5,6.8307,1
654,Strand Larsen,5,2.47275,1
224,Cucurella,5,4.336362120688635,0
585,Bentancur,5,3.218818592688597,2
506,Murillo,5,2.107688898922609,0
16,Saka,5,3.991570748313359,1
568,Pedro Porro,5,5.127318394101315,1
627,Johnstone,5,2.3480910238242845,0
685,Diakité,5,2.44284025642022,5
228,Gusto,5,4.151962120688635,1
450,Cunha,5,2.782347786015236,1
477,Livramento,5,3.65258392303334,6
615,Summerville,5,2.329805523930448,2
148,F.Kadıoğlu,5,2.6845279405789326,1
271,Kamada,5,4.796439554632835,2
324,Iwobi,5,2.7542628573219003,13
166,Ayari,5,2.9524729392104567,8
200,Anthony,5,2.6828178945067904,10
374,Konaté,5,2.681393203849963,4
7,Calafiori,5,5.005520676151016,2
21,Rice,5,4.80687074831336,3
646,Gomes,5,2.789039675481137,4
249,João Pedro,5,6.17075,2
444,Yoro,5,2.2082085942888154,1
490,Joelinton,5,2.149309789025705,0
419,Grealish,5,2.5563281893742293,1
531,Ballard,5,4.306407880498618,1
722,Florentino,5,3.0489178945067907,3
302,Gana,5,3.083428189374229,10
64,Watkins,5,2.2685,2
637,Toti,5,1.528554357157618,1
354,Ampadu,5,2.5204493009540307,4
423,N.Gonzalez,5,4.26883254030951,1
