player_id,player_name,predicted_points,predicted_minutes,predicted_goals_scored,predicted_assists,predicted_yellow_cards,predicted_bonus,predicted_saves,predicted_clean_sheet,predicted_goals_conceded
430,Haaland,8.71808505029798,89.0048651033787,1.0730005182242182,0.21324503311258244,0.0,1.7863478780633593,0.0,0.0,-0.0
414,Foden,5.962735637639458,88.8630977486122,0.49804802211089944,0.14292809839167414,0.07142857142857086,0.714106395696354,0.0,0.40103340764215545,-0.0
47,Rogers,5.692708277939606,89.81392028672285,0.49423043703575714,0.14316461684011314,0.21428571428571458,0.7181231320980271,0.0,0.28822482442816805,-0.0
691,Calvert-Lewin,5.55654303490343,81.9323961410081,0.5680773881499399,0.0706480605487229,0.0,1.072289300657501,0.0,0.0,-0.0
82,Semenyo,5.4202152958062895,90.0,0.4263257902919328,0.21177861873226064,0.2857142857142834,0.7798565451285117,0.0,0.15910822873561478,-0.0
16,Saka,5.330279110905189,83.35370662536324,0.2143893591293832,0.35903500473036903,0.07142857142857086,0.7194500896592941,0.0,0.5332057828364422,-0.0
20,Trossard,5.033250345538501,68.1778095303587,0.2847642079806528,0.2138836329233676,0.0,0.43457262402869146,0.0,0.5332057828364422,-0.0
225,James,4.894983482818109,88.64753409936846,0.14375539816894017,0.281480605487228,0.07142857142857086,0.5699701135684402,0.0,1.2650565165964447,-0.5755887813935308
714,Woltemade,4.78453276924673,80.74125795451823,0.42751770599412664,0.14295175023651802,0.0,0.6456066945606697,0.0,0.0,-0.0
661,Ekitiké,4.731836803062748,71.80396879427516,0.4328208671618583,0.07315515610217613,0.0,0.7810878661087864,0.0,0.0,-0.0
136,Thiago,4.726872564252957,88.19776036788895,0.5030747970288478,0.07213812677388846,0.1428571428571417,0.6410161386730423,0.0,0.0,-0.0
488,Bruno G.,4.685004939221873,89.57440001921097,0.21815512178269122,0.27994323557237477,0.21428571428571458,0.647280334728033,0.0,0.32140500314897363,-0.0
21,Rice,4.681137834502474,89.60478591840163,0.14344446363793312,0.21506622516556248,0.07142857142857086,0.856939629408249,0.0,0.5332057828364422,-0.0
403,Gvardiol,4.660476133616054,89.39468464087602,0.14396268785627825,0.1464758751182588,0.1428571428571417,0.35285116557083074,0.0,1.6041336305686218,-0.4568552721587022
260,Guéhi,4.6038413339305695,89.74438080829913,0.14190706512350926,0.21374172185430423,0.21428571428571458,0.5695636580992225,0.0,1.3129172351616716,-0.5570214013485781
266,Eze,4.464341202157191,66.9311894665261,0.21444118155121733,0.2133869441816457,0.0,0.21876867901972505,0.0,0.5332057828364422,-0.0
8,J.Timber,4.464145439291506,88.47743300194512,0.0,0.14517502365184445,0.07142857142857086,0.28164973102211605,0.0,2.1328231313457686,-0.3144239226033422
228,Gusto,4.429606827191959,70.97567587480597,0.1471756780100181,0.1424314096499523,0.07142857142857086,0.5012193664076514,0.0,1.2650565165964447,-0.5755887813935308
670,Roefs,4.40802649479264,90.0,0.0,0.0,0.1428571428571417,0.43280334728033837,3.9090909090909136,1.3559470849644686,-0.5408970976253298
249,João Pedro,4.375454758707911,82.11762065762441,0.3615650371394017,0.07138126773888376,0.1428571428571417,0.857907949790795,0.0,0.0,-0.0
660,Stach,4.371234253808975,87.4413494464856,0.21649680428398693,0.28022705771050144,0.1428571428571417,0.43041243275552893,0.0,0.16051376935914863,-0.0
283,Mateta,4.339758075299357,84.6162681493998,0.494524097426153,0.0,0.07142857142857086,0.43309025702331533,0.0,0.0,-0.0
120,Schade,4.314249350180849,88.74190762171101,0.35909483503195705,0.07157048249763494,0.21428571428571458,0.28633592349073556,0.0,0.2320135183231373,-0.0
1,Raya,4.302408858087142,90.0,0.0,0.0,0.0,0.07034070531978441,1.2410068320747898,2.1328231313457686,-0.3144239226033422
236,Neto,4.250674965861927,87.73519000792453,0.28730350665054394,0.1425733207190157,0.1428571428571417,0.21303048416019169,0.0,0.3162641291491112,-0.0
