player_id,player_name,position,is_starter,predicted_points,predicted_minutes,predicted_goals_scored,predicted_assists,predicted_yellow_cards,predicted_bonus,predicted_saves,predicted_clean_sheet,predicted_goals_conceded,actual_points
670,Roefs,GK,1,4.766866991916102,90.0,0.0,0.0,0.1428571428571417,0.4301494321578037,3.9090909090909136,1.626481908264486,-0.44993750867935,3
5,Gabriel,DEF,1,5.619102621201502,88.01017848137742,0.1332849657396219,0.1340838852097137,0.0666666666666679,0.8673026499302641,0.0,1.970506946885984,-0.3540017590149516,0
225,James,DEF,1,5.200182112286617,86.84969448646832,0.1406806011400924,0.2833254493850521,0.0714285714285708,0.5699222952779436,0.0,1.4985324745469355,-0.4909040411054021,1
260,Guéhi,DEF,1,4.871138168188323,89.98048411497732,0.1437553981689401,0.2147824030274356,0.1428571428571417,0.5760789001793183,0.0,1.441382598077794,-0.5103457853075962,5
414,Foden,MID,1,5.972888399028903,88.58073529764916,0.5001727414061148,0.1434957426679277,0.0714285714285708,0.7147280334728033,0.0,0.3982380019503136,-0.0,2
329,Wilson,MID,1,5.766950637196496,79.4514719160483,0.3603040248747619,0.3588221381267736,0.1428571428571417,0.7851763299462047,0.0,0.2466449113533019,-0.0,2
21,Rice,MID,1,5.492936622480331,89.29821038349782,0.2685207577589689,0.1976379690949235,0.0,1.064792189679219,0.0,0.492626736721496,-0.0,6
82,Semenyo,MID,1,5.447262292207494,90.0,0.4027730753728326,0.2644591611479037,0.2666666666666717,0.7337126917712691,0.0,0.1729734067950222,-0.0,0
16,Saka,MID,1,5.283865754967056,78.00154629829743,0.1985006045949218,0.3983885209713033,0.0666666666666679,0.6702370990237096,0.0,0.492626736721496,-0.0,4
430,Haaland,FWD,1,8.728497658169038,89.17573751891074,1.0729659699429952,0.2159649952696307,0.0,1.788738792588165,0.0,0.0,-0.0,2
691,Calvert-Lewin,FWD,1,5.570157336672246,82.72550134476381,0.5699257211953708,0.0719725638599812,0.0,1.0745367603108185,0.0,0.0,-0.0,1
1,Raya,GK,0,3.883763207396834,90.0,0.0,0.0,0.0,0.0672580195258023,0.5999999999999966,1.970506946885984,-0.3540017590149516,2
283,Mateta,FWD,0,4.8651896288661725,84.13708306317993,0.5732250820521677,0.0,0.0714285714285708,0.6437178720860731,0.0,0.0,-0.0,1
228,Gusto,DEF,0,4.730652734733557,78.847651045794,0.1440836068405588,0.1423368022705767,0.0714285714285708,0.5029408248655111,0.0,1.4985324745469355,-0.4909040411054021,1
403,Gvardiol,DEF,0,4.619491243396312,87.05724173330452,0.1420625323890127,0.1405392620624405,0.1428571428571417,0.3557561267184697,0.0,1.5929520078012545,-0.4603527287876684,1
