player_id,player_name,position,is_starter,predicted_points,predicted_minutes,predicted_goals_scored,predicted_assists,predicted_yellow_cards,predicted_bonus,predicted_saves,predicted_clean_sheet,predicted_goals_conceded,actual_points
1,Raya,GK,1,4.472218875753011,90.0,0.0,0.0,0.0,0.0627719665271966,1.668382390712488,2.161147062189725,-0.3078276165347405,6
5,Gabriel,DEF,1,6.09984274497901,88.74406088112592,0.1859733978234583,0.1265107615894039,0.0625,0.8136506276150628,0.0,2.161147062189725,-0.3078276165347405,8
8,J.Timber,DEF,1,4.605412153959455,89.01990532622531,0.0,0.1881208609271523,0.0625,0.2502301255230125,0.0,2.161147062189725,-0.3078276165347405,5
225,James,DEF,1,4.539394803448831,84.16310022092549,0.1242896009673518,0.2484478476821192,0.125,0.3269089958158996,0.0,1.378906457775027,-0.5325017989925641,7
488,Bruno G.,MID,1,5.946555463447208,88.82592296424374,0.3751511487303506,0.3121067880794702,0.125,0.937531380753138,0.0,0.3219479748039062,-0.0,3
449,B.Fernandes,MID,1,5.641322506900656,88.18854063107847,0.2496977025392987,0.4388865894039735,0.125,0.9938598326359832,0.0,0.2073143933562596,-0.0,10
21,Rice,MID,1,5.35250430930505,89.779809091564,0.2488966142684401,0.1889693708609271,0.0625,1.063326359832636,0.0,0.5402867655474314,-0.0,3
20,Trossard,MID,1,5.343638798948297,76.24516572140251,0.311381499395405,0.249648178807947,0.0625,0.5599999999999999,0.0,0.5402867655474314,-0.0,1
82,Semenyo,MID,1,5.268888839298894,89.83105143721633,0.3744105199516324,0.2485306291390728,0.3125,0.566610878661088,0.0,0.3971334734624258,-0.0,2
430,Haaland,FWD,1,8.306418136576099,89.2670907475446,1.0001209189842806,0.2454056291390728,0.0,1.5697175732217574,0.0,0.0,-0.0,2
136,Thiago,FWD,1,6.445679966911709,88.22533760448667,0.8781590084643289,0.0,0.1875,1.1205439330543936,0.0,0.0,-0.0,2
670,Roefs,GK,0,4.441289224179674,90.0,0.0,0.0,0.125,0.31668410041841,4.166666666666671,1.3894201606739252,-0.5287039258015511,2
714,Woltemade,FWD,0,4.953254019109616,79.33002199976869,0.4416414752116082,0.1886589403973509,0.0,0.6207112970711297,0.0,0.0,-0.0,2
407,Matheus N.,DEF,0,4.4341259914679645,89.53345490238456,0.0631197097944377,0.1850579470198675,0.1875,0.5609414225941423,0.0,1.5885338938497031,-0.4617414248021108,0
260,Guéhi,DEF,0,4.154745835479511,89.99076075210719,0.1244860943168077,0.2505587748344371,0.25,0.1235407949790795,0.0,1.3323043224797382,-0.5496921723834653,0
