player_id,player_name,position,is_starter,predicted_points,predicted_minutes,predicted_goals_scored,predicted_assists,predicted_yellow_cards,predicted_bonus,predicted_saves,predicted_clean_sheet,predicted_goals_conceded
670,Roefs,GK,1,4.40802649479264,90.0,0.0,0.0,0.1428571428571417,0.43280334728033837,3.9090909090909136,1.3559470849644686,-0.5408970976253298
225,James,DEF,1,4.894983482818109,88.64753409936846,0.14375539816894017,0.281480605487228,0.07142857142857086,0.5699701135684402,0.0,1.2650565165964447,-0.5755887813935308
403,Gvardiol,DEF,1,4.660476133616054,89.39468464087602,0.14396268785627825,0.1464758751182588,0.1428571428571417,0.35285116557083074,0.0,1.6041336305686218,-0.4568552721587022
260,Guéhi,DEF,1,4.6038413339305695,89.74438080829913,0.14190706512350926,0.21374172185430423,0.21428571428571458,0.5695636580992225,0.0,1.3129172351616716,-0.5570214013485781
414,Foden,MID,1,5.962735637639458,88.8630977486122,0.49804802211089944,0.14292809839167414,0.07142857142857086,0.714106395696354,0.0,0.40103340764215545,-0.0
47,Rogers,MID,1,5.692708277939606,89.81392028672285,0.49423043703575714,0.14316461684011314,0.21428571428571458,0.7181231320980271,0.0,0.28822482442816805,-0.0
82,Semenyo,MID,1,5.4202152958062895,90.0,0.4263257902919328,0.21177861873226064,0.2857142857142834,0.7798565451285117,0.0,0.15910822873561478,-0.0
16,Saka,MID,1,5.330279110905189,83.35370662536324,0.2143893591293832,0.35903500473036903,0.07142857142857086,0.7194500896592941,0.0,0.5332057828364422,-0.0
20,Trossard,MID,1,5.033250345538501,68.1778095303587,0.2847642079806528,0.2138836329233676,0.0,0.43457262402869146,0.0,0.5332057828364422,-0.0
430,Haaland,FWD,1,8.71808505029798,89.0048651033787,1.0730005182242182,0.21324503311258244,0.0,1.7863478780633593,0.0,0.0,-0.0
691,Calvert-Lewin,FWD,1,5.55654303490343,81.9323961410081,0.5680773881499399,0.0706480605487229,0.0,1.072289300657501,0.0,0.0,-0.0
1,Raya,GK,0,4.302408858087142,90.0,0.0,0.0,0.0,0.07034070531978441,1.2410068320747898,2.1328231313457686,-0.3144239226033422
714,Woltemade,FWD,0,4.78453276924673,80.74125795451823,0.42751770599412664,0.14295175023651802,0.0,0.6456066945606697,0.0,0.0,-0.0
8,J.Timber,DEF,0,4.464145439291506,88.47743300194512,0.0,0.14517502365184445,0.07142857142857086,0.28164973102211605,0.0,2.1328231313457686,-0.3144239226033422
228,Gusto,DEF,0,4.429606827191959,70.97567587480597,0.1471756780100181,0.1424314096499523,0.07142857142857086,0.5012193664076514,0.0,1.2650565165964447,-0.5755887813935308
