player_id,player_name,position,is_starter,predicted_points,predicted_minutes,predicted_goals_scored,predicted_assists,predicted_yellow_cards,predicted_bonus,predicted_saves,predicted_clean_sheet,predicted_goals_conceded,actual_points
670,Roefs,GK,1,4.789198977953922,90.0,0.0,0.0,0.1428571428571417,0.5619964136282125,3.200000000000018,1.7241679328922377,-0.4207748923760588,1
5,Gabriel,DEF,1,5.855350405433772,84.68021224782945,0.1409397132492649,0.0707426679280985,0.0,0.9318230723251644,0.0,2.171174173006058,-0.3055131231773365,6
225,James,DEF,1,5.237458042341982,88.63330667819324,0.1443772672309544,0.3607379375591294,0.1428571428571417,0.5008009563658102,0.0,1.441382598077794,-0.5103457853075962,1
407,Matheus N.,DEF,1,5.160390325483825,89.50906634968662,0.0720677146311971,0.2824503311258279,0.0714285714285708,0.7863239689181105,0.0,1.6182210982021137,-0.4524834513724945,0
414,Foden,MID,1,5.7196258475687936,89.67390107581106,0.5060632233546376,0.0711684011352886,0.1428571428571417,0.7141063956963535,0.0,0.4045552745505283,-0.0,1
20,Trossard,MID,1,5.630069779290128,69.49177256681797,0.3587148039385034,0.2156811731315038,0.0,0.6466586969515851,0.0,0.5427935432515145,-0.0,1
47,Rogers,MID,1,5.628371777520374,89.75640821986887,0.4662958484482057,0.1993598233995593,0.2666666666666717,0.6554644351464436,0.0,0.3100152966008959,-0.0,2
16,Saka,MID,1,5.1790524682022205,80.73395594697786,0.141665227154948,0.4298249763481551,0.0714285714285708,0.709886431560071,0.0,0.5427935432515145,-0.0,6
430,Haaland,FWD,1,8.008047091248729,89.26195038782029,0.9288132665399896,0.288197729422895,0.0,1.428200836820084,0.0,0.0,-0.0,2
691,Calvert-Lewin,FWD,1,5.571290096879119,81.2708332732992,0.5711176368975646,0.0697965941343426,0.0,1.077429766885834,0.0,0.0,-0.0,0
136,Thiago,FWD,1,5.410929648091118,89.11777093389053,0.6387977198134394,0.0715941343424788,0.1428571428571417,0.7838135086670652,0.0,0.0,-0.0,2
1,Raya,GK,0,4.769765453096305,90.0,0.0,0.0,0.0,0.0707710699342494,2.5,2.171174173006058,-0.3055131231773365,6
329,Wilson,MID,0,5.134127533997893,82.49874966981245,0.2887545344619104,0.3624172185430462,0.2857142857142834,0.6512492528392111,0.0,0.2375682389342756,-0.0,1
694,Mukiele,DEF,0,4.595909544203506,90.0,0.0720849887718086,0.1422894985808889,0.1428571428571417,0.5759952181709501,0.0,1.7241679328922377,-0.4207748923760588,0
228,Gusto,DEF,0,4.448929810537978,71.23080787887517,0.144981862152357,0.0723982970671714,0.0714285714285708,0.5022355050806943,0.0,1.441382598077794,-0.5103457853075962,2
