player_id,player_name,position,is_starter,predicted_points,predicted_minutes,predicted_goals_scored,predicted_assists,predicted_yellow_cards,predicted_bonus,predicted_saves,predicted_clean_sheet,predicted_goals_conceded,actual_points
1,Raya,GK,1,4.390922302625756,90.0,0.0,0.0,0.0,0.0762407467009988,1.2307692307692273,2.2027247645484422,-0.2982996188800938,2
5,Gabriel,DEF,1,5.058492227689932,87.54824400259346,0.0,0.1541772796739692,0.0769230769230784,0.7684583199227547,0.0,2.2027247645484422,-0.2982996188800938,1
225,James,DEF,1,4.95631136557392,87.92580121509017,0.1520974793042519,0.2329852266938366,0.0,0.5378693273253944,0.0,1.3499973486563674,-0.5430958663148637,6
260,Guéhi,DEF,1,4.716374086635532,89.52827966284849,0.1530090224165206,0.2254202750891499,0.2307692307692282,0.6145864177663345,0.0,1.3001494938638394,-0.5619075539919868,2
414,Foden,MID,1,5.7222995116023885,88.2285432125448,0.4630825039531206,0.1539735099337757,0.1538461538461568,0.697779208239459,0.0,0.4010334076421554,-0.0,2
488,Bruno G.,MID,1,5.527206284222729,88.80356890713935,0.3074318668030895,0.3075649516046875,0.1538461538461568,0.9307112970711288,0.0,0.290486952168247,-0.0,2
266,Eze,MID,1,5.244004518168926,71.08078312299571,0.3080271602641615,0.2296484971981666,0.0,0.4642420341165074,0.0,0.5506811911371106,-0.0,0
20,Trossard,MID,1,5.241294336242101,69.50746923525291,0.3065947353734549,0.2305145185939895,0.0,0.4660959124557462,0.0,0.5506811911371106,-0.0,2
47,Rogers,MID,1,5.122448145174265,89.843154311649,0.385340898521068,0.1539480387162516,0.1538461538461568,0.5407145156099133,0.0,0.3470311746564135,-0.0,1
430,Haaland,FWD,1,8.38018520617593,88.83351091419928,0.9980652962515114,0.2315588385124815,0.0,1.693247505632441,0.0,0.0,-0.0,2
714,Woltemade,FWD,1,4.981851055091254,85.39689917873363,0.457520230676216,0.1523688232297513,0.0,0.6946636626971358,0.0,0.0,-0.0,2
670,Roefs,GK,0,4.31708437152009,90.0,0.0,0.0,0.1538461538461568,0.2293401995494023,3.615384615384626,1.5201912323860851,-0.4837291116974494,3
136,Thiago,FWD,0,4.898823042246924,86.79332402804789,0.6103060180448333,0.0,0.2307692307692282,0.6883682008368194,0.0,0.0,-0.0,5
8,J.Timber,DEF,0,4.604954776474243,88.3629149556948,0.0,0.1567498726439133,0.0769230769230784,0.3072030897972334,0.0,2.2027247645484422,-0.2982996188800938,0
403,Gvardiol,DEF,0,4.453661178454705,89.36884374324617,0.1549809320063261,0.0755731023942946,0.1538461538461568,0.3036240746701003,0.0,1.6041336305686218,-0.4568552721587022,8
