player_id,player_name,position,round,is_starter,predicted_points,actual_points
1,Raya,GK,5,1,5.648320676151015,2
8,J.Timber,DEF,5,1,6.500420676151015,1
5,Gabriel,DEF,5,1,6.126070676151016,2
260,Guéhi,DEF,5,1,5.535669780056888,7
37,Digne,DEF,5,1,5.5082452725532605,1
82,Semenyo,MID,5,1,8.390503686676414,5
119,Mbeumo,MID,5,1,6.202247786015234,3
236,Neto,MID,5,1,5.636847808096522,1
430,Haaland,FWD,5,1,9.1248,9
178,Welbeck,FWD,5,1,6.8307,1
136,Thiago,FWD,5,1,6.6304,2
670,Roefs,GK,5,0,5.494991213831951,2
411,O’Reilly,DEF,5,0,5.44722015484162,6
21,Rice,MID,5,0,4.80687074831336,3
271,Kamada,MID,5,0,4.796439554632835,2
