player_id,player_name,position,round,is_starter,predicted_points,actual_points
1,Raya,GK,1,1,5.714203300529477,10
8,J.Timber,DEF,1,1,6.482353300529478,0
5,Gabriel,DEF,1,1,6.130203300529478,6
411,O’Reilly,DEF,1,1,5.853701228106448,0
260,Guéhi,DEF,1,1,5.764756355178451,6
119,Mbeumo,MID,1,1,6.570437513222651,2
82,Semenyo,MID,1,1,6.379006508687762,15
236,Neto,MID,1,1,5.844897210360274,3
241,Caicedo,MID,1,1,5.705997210360274,5
430,Haaland,FWD,1,1,8.92855,13
249,João Pedro,FWD,1,1,6.9465,2
670,Roefs,GK,1,0,5.498572538165802,8
390,Gravenberch,MID,1,0,5.64525986177691,0
136,Thiago,FWD,1,0,5.4175,6
7,Calafiori,DEF,1,0,5.375953300529477,13
