player_id,player_name,position,round,is_starter,predicted_points,actual_points
1,Raya,GK,11,1,5.690503300529477,1
8,J.Timber,DEF,11,1,6.458353300529478,1
5,Gabriel,DEF,11,1,6.3086033005294775,1
260,Guéhi,DEF,11,1,6.064032700686733,0
7,Calafiori,DEF,11,1,5.608853300529478,1
82,Semenyo,MID,11,1,7.441728076107222,0
160,Minteh,MID,11,1,5.977522939210457,3
21,Rice,MID,11,1,5.685095042370716,2
430,Haaland,FWD,11,1,10.8005,4
178,Welbeck,FWD,11,1,8.0808,2
136,Thiago,FWD,11,1,7.2558,13
253,Henderson,GK,11,0,5.217266034020066,9
6,Saliba,DEF,11,0,5.404203300529477,1
299,Ndiaye,MID,11,0,5.195965614690054,3
120,Schade,MID,11,0,4.873360289991179,8
