player_id,player_name,position,round,is_starter,predicted_points,actual_points
670,Roefs,GK,8,1,5.884522538165801,7
1,Raya,GK,8,1,5.770319683605097,6
5,Gabriel,DEF,8,1,6.008986350271763,12
8,J.Timber,DEF,8,1,5.530386350271763,6
37,Digne,DEF,8,1,5.17550924478256,5
7,Calafiori,DEF,8,1,5.008686350271763,6
82,Semenyo,MID,8,1,7.522278076107223,4
668,Xhaka,MID,8,1,5.103613534117687,5
430,Haaland,FWD,8,1,8.2536,13
136,Thiago,FWD,8,1,6.26085,8
249,João Pedro,FWD,8,1,6.24665,2
119,Mbeumo,MID,8,0,5.005506508687761,9
390,Gravenberch,MID,8,0,4.953030494242451,2
407,Matheus N.,DEF,8,0,4.805176658618587,7
21,Rice,MID,8,0,4.780766364492862,3
